1813221728,"21 Devonshire Place, London, Middlesex, London, England"
1813221728,"Stratton Park, East Stratton, Hampshire, Wessex, England"
16028,"Barton Cottage, Dawlish, Devon, Devon & Cornwall, England"
42962,"Uppingham, Rutland, Central England, England"
42962,"Raughton Head, Cumberland, Northern England, England"
2146630557,"Monmouth, Monmouthshire, South Wales, Wales"
2146630345,"17 Dorset Place, Dorset Square, Marylebone, London, Middlesex, London, England"
2146630345,"2 Clarendon Gardens, Paddington, London, Middlesex, London, England"
2146630345,"3 Greville Place, London, Middlesex, London, England"
2146630345,"3 St John’s Place, Marylebone, London, Middlesex, London, England"
2146630345,"39 Richmond Road, Westbourne Grove, London, Middlesex, London, England"
14350,"17 Dorset Place, Dorset Square, Marylebone, London, Middlesex, London, England"
14350,"2 Clarendon Gardens, Paddington, London, Middlesex, London, England"
14350,"3 Greville Place, London, Middlesex, London, England"
14350,"3 St John’s Place, Marylebone, London, Middlesex, London, England"
2146630761,"24 Devonshire Street, London, Middlesex, London, England"
43396,"Brixton Road, Brixton, Surrey, London, England"
43396,"Spencer Cottage, North Brixton, London, Surrey, London, England"
43396,"St Anne Road, Brixton, London, Surrey, London, England"
43396,"Upper Kennington Lane, Kennington, London, Surrey, London, England"
2146641779,"Kenmore Lodge, Sion Hill, Bath, Somerset, South-west England, England"
4443,"24 Albion Street, Regent's Park, London, Middlesex, London, England"
4443,"4 Upper Charles Street, London, Middlesex, London, England"
4443,"66 Gloucester Place, London, Middlesex, London, England"
2146630419,"66 Gloucester Place, London, Middlesex, London, England"
4034,"15 Marlborough Buildings, Bath, Somerset, South-west England, England"
11830,"George Street, Newchurch, Ryde, Hampshire, Wessex, England"
11830,"Lansdowne Grove, Bath, Somerset, South-west England, England"
11830,"Nelson House, Nelson Street, Ryde, Isle of Wight, Hampshire, Wessex, England"
21441,"Rye, Sussex, South-east England , England"
2146630969,"Brighton, Sussex, South-east England, England"
2146630969,"117 Sloane Street, Chelsea, London, Middlesex, London, England"
7430,"Chester Square, London, Middlesex, London, England"
45974,"Great Yarmouth, Norfolk, East Anglia, England"
44861,"Cricklade, Wiltshire, South-west England, England"
44861,"Wicken, Northamptonshire, Central England, England"
2146650589,"Borough, London, Surrey, London, England"
24526,"2 Victoria Buildings, Weston-super-Mare, Somerset, South-west England, England"
24526,"Bertholey House, Monmouthshire, South Wales, Wales"
24526,"Stanley Villa, Weston Park, Bath, Somerset, South-west England, England"
24526,"Unity Street, Bristol, Gloucestershire, South-west England, England"
44217,"Church Street, Paddington, London, Middlesex, London, England"
1326456588,"Weymouth, Massachusetts, United States of America"
43434,"Brompton Row, Brompton, London, Middlesex, London, England"
14307,"4 Chester Place, London, Middlesex, London, England"
14307,"59 Stephens Green, Dublin, Co. Dublin, Ireland"
7442,"Hertford, Hertfordshire, South-east England, England"
7442,"Cranbrook, Kent, South-east England, England"
15517,"9 Newby Place, Poplar, London, Middlesex, London, England"
25385,"Doctors' Commons, City of London, Middlesex, London, England"
43965,"18 Blenheim Street, London, Middlesex, London, England"
43965,"8 Cadogan Street, London, Middlesex, London, England"
45435,"London, Middlesex, London, England"
45878,"Manchester, Lancashire, North-west England, England"
45878,"4 Basinghall Street, London, Middlesex, London, England"
26829,"Handley, Cheshire, North-west England, England"
5714,"Notting Hill Square [= Nottingham Place?], London, Middlesex, London, England"
14058,"Dores, Inverness-shire, Highlands & Islands, Scotland"
14058,"Kiltarlity, Inverness-shire, Highlands & Islands, Scotland"
14058,"10 Cumming Street, Nairn, Nairnshire, North-east Scotland, Scotland"
14058,"4 Cumming Street, Nairn, Nairnshire, North-east Scotland, Scotland"
14058,"5 Cumming Street, Nairn, Nairnshire, North-east Scotland, Scotland"
14058,"Firhall, Nairn, Nairnshire, North-east Scotland, Scotland"
13012,"14 Devonshire Place, London, Middlesex, London, England"
13012,"8 Old Buildings, Lincoln's Inn, Lincoln's Inn, London, Middlesex, London, England"
13012,"8 Old Square, Lincoln's Inn, Lincoln's Inn, London, Middlesex, London, England"
13012,"8 Upper Wimpole Street, London, Middlesex, London, England"
13012,"9 Old Square, Lincoln's Inn, Lincoln's Inn, London, Middlesex, London, England"
2146632600,Madeira
17641,"Logie, Blairlogie, Stirling (near), Stirlingshire, Central Scotland, Scotland"
17513,"31 Marylebone Street, Piccadilly, London, Middlesex, London, England"
17513,"Brynrhidd, Radnor, Radnorshire, Mid-Wales, Wales"
2146630439,"Sackville Street, London, Middlesex, London, England"
20123,"Hatchford House, Ockham, Surrey, South-east England, England"
20123,"Ruxley Lodge, Esher, Surrey, South-east England, England"
18895,"Basing Park, Hampshire, Wessex, England"
43275,"Mitcham, Surrey, London, England"
43275,"Orford House, Ham Common, Ham, Surrey, London, England"
43275,"Ruxley Lodge, Esher, Surrey, South-east England, England"
22232,"20 Lansdown Crescent, Bath, Somerset, South-west England, England"
22232,"22 Soho Square, London, Middlesex, London, England"
22232,"Fonthill Abbey, Fonthill Gifford, Wiltshire, Wessex, England"
5762,"Fylde, Lancashire, North-west England, England"
5898,Barbados
2146630461,"Carlow, Co. Carlow, Ireland"
22458,"Clifton Villa, Clifton, Bristol, Gloucestershire, South-west England, England"
22458,"Queen Square, Bristol, Gloucestershire, South-west England, England"
2146633269,"Clifton, Bristol, Gloucestershire, South-west England, England"
45627,"Rotterdam, Netherlands"
45427,"Henley-on-Thames, Oxfordshire, Central England, England"
41358,"Tunbridge Wells, Kent, South-east England, England"
16679,"Highbury Place, Highbury, London, Middlesex, London, England"
16679,"John Street, Kings Road, London, Middlesex, London, England"
8962,"Tuscany, Italy"
24412,"Enterkine House, Ayrshire, Southern Scotland , Scotland"
43208,"Glasgow, Lanarkshire, Central Scotland, Scotland"
7161,"Cheltenham, Gloucestershire, South-west England, England"
7161,"2 Montpellier Grove, Cheltenham, Gloucestershire, South-west England, England"
46142,"1 Stone Buildings, Lincoln's Inn, London, Middlesex, London, England"
46142,"26 Mecklenburgh Square, St Pancras, London, Middlesex, London, England"
46091,"Redland, Bristol, Gloucestershire, South-west England, England"
46091,"7 Grove Place, Westbury on Trym, Gloucestershire, South-west England, England"
46091,"Pentre House, Abergavenny Road, Usk , Monmouthshire, South Wales, Wales"
5757,England
2146630429,"Wilton Place, London, Middlesex, London, England"
2146630430,"Wilton Place, London, Middlesex, London, England"
45377,"Harrold Hall, Harrold, Bedfordshire, Central England, England"
45378,"Cranford House, Hounslow, London, Middlesex, London, England"
45378,"Dursley House, Poole, Dorset, Wessex, England"
45378,"Harrold Hall, Harrold, Bedfordshire, Central England, England"
41732,"Spetchley Park, Spetchley, Pershore, Worcestershire, West Midlands, England"
2146630436,"London, Middlesex, London, England"
1460485689,"London, Middlesex, London, England"
20571,"93 Eaton Square, London, Middlesex, London, England"
14918,"Cardiff, Glamorgan, South Wales, Wales"
14918,"14 Manchester Buildings, Parliament Street, Bristol, Gloucestershire, South-west England, England"
27657,"21 High Street, St John, Cardiff, Glamorgan, South Wales, Wales"
27657,"49 Liverpool Street, Bishopsgate, London, Middlesex, London, England"
15087,"Bristol, Gloucestershire, South-west England, England"
46391,"12 Cambray Place, Cheltenham, Gloucestershire, South-west England, England"
16119,"Cheltenham, Gloucestershire, South-west England, England"
43239,"1 Paragon, Bristol, Gloucestershire, South-west England, England"
43239,"33 Cornwallis Crescent, Bristol, Gloucestershire, South-west England, England"
43239,"Lothian Villa, Cheltenham, Gloucestershire, South-west England, England"
43239,"Priory Lawn, Cheltenham, Gloucestershire, South-west England, England"
46393,"Cheltenham, Gloucestershire, South-west England, England"
46393,"12 Cambray Place, Cheltenham, Gloucestershire, South-west England, England"
21201,"17 Manchester Square, London, Middlesex, London, England"
21201,"Woolverstone Hall, Woolverstone, Suffolk, East Anglia, England"
41359,India
41359,"Hambledon, Hampshire, Wessex, England"
41359,"Kennet Lodge, Basingstoke Turnpike Road, Whitley, Reading, Berkshire, Central England, England"
46238,Scotland
46238,"1 Maxwellton, Paisley, Renfrewshire, Central Scotland, Scotland"
46238,"12 Abbotsford, Tradeston, Glasgow, Lanarkshire, Central Scotland, Scotland"
46238,"63 High John Street, Glasgow, Lanarkshire, Central Scotland, Scotland"
45929,"12 Abbotsford, Tradeston, Glasgow, Lanarkshire, Central Scotland, Scotland"
45929,"3 Potterhill, Abbey Burgh, Abbey, Paisley, Renfrewshire, Central Scotland, Scotland"
45929,"32 [?], Paisley Abbey, Paisley, Renfrewshire, Central Scotland, Scotland"
45929,"63 High John Street, Glasgow, Lanarkshire, Central Scotland, Scotland"
6486,"Marylebone, London, Middlesex, London, England"
943,"43 Upper Grosvenor Street, London, Middlesex, London, England"
12836,"8 Pembroke Square, London, Middlesex, South-east England, England"
18565,"19 Bryanston Square, London, Middlesex, London, England"
18565,"Ludgate Hill, City of London, Middlesex, London, England"
2146631157,"Bull Street, Dagenham, Essex, South-east England, England"
2146631158,"Bull Street, Dagenham, Essex, South-east England, England"
22521,"24 Great Pulteney Street, Bathwick, Bath, Somerset, South-west England, England"
46355,"Donnington, Herefordshire, West Midlands, England"
46355,"Coombe Bissett, Wiltshire, South-east England, England"
46355,"Edlington, Lincolnshire, East Midlands, England"
46355,"Exhall-cum-Wixford, Warwickshire, West Midlands, England"
1201134025,"Kirkby Lonsdale, Westmorland, Northern England, England"
1201134025,"Mitchel Gate, Kirkby Lonsdale, Westmorland, Northern England, England"
8234,"12 Devonshire Place, London, Middlesex, London, England"
8234,"3 Portman Square, London, Middlesex, London, England"
8234,"Penninghame House, Wigtownshire, Southern Scotland, Scotland"
42190,"Ebury Street, London, Middlesex, London, England"
44527,"High Street, Irvine, Ayrshire, Southern Scotland, Scotland"
25811,"Brighton, Sussex, South-east England, England"
25811,"Bachelors Walk, Dublin, Co. Dublin, Ireland"
25811,"Gloucester Place, London, Middlesex, London, England"
8073,"10 King Street , St James, London, Middlesex, London, England"
9089,British Guiana
2146635020,"65 Regency Square, Brighton, Sussex, South-east England, England"
44324,"62 Portland Place, London, Middlesex, London, England"
44324,"Danesbury, Welwyn, Hertfordshire, South-east England, England"
45300,"Amsterdam, Netherlands"
42778,"43 Bedford Row, London, Middlesex, London, England"
41145,"37 Great Ormond Street, London, Middlesex, London, England"
46812,"Williton, Somerset, South-west England, England"
2146011169,"Woolhampton, Berkshire, Central England, England"
2146011169,"24 Hyde Park Gardens, London, Middlesex, London, England"
8077,"Middelburg, Netherlands"
772,"31 Upper Brook Street, London, Middlesex, London, England"
772,"Sackville Street, London, Middlesex, London, England"
40938,"5 Devonshire Street, London, Middlesex, London, England"
40938,"Gunnersbury Lodge, Gunnersbury, Surrey, London, England"
4871,"Hampton Court Palace, Surrey, South-east England, England"
45267,"Rosemount, Symington, Ayrshire, Southern Scotland, Scotland"
7237,"Glasgow, Lanarkshire, Central Scotland, Scotland"
44226,"Storrs Hall, Bowness, Westmorland, Northern England, England"
10926,"Dalton Square, Lancaster, Lancashire, North-west England, England"
24487,"Torquay, Devon, Devon & Cornwall, England"
24487,"21 Langham Street, London, Middlesex, London, England"
24487,"8 Finsbury Place, City of London, Middlesex, London, England"
24487,"Albany Street, Regent's Park, London, Middlesex, London, England"
24487,"High Street, Cheriton, Kent, South-east England, England"
8959,"Amsterdam, Netherlands"
8959,"Lucknam Park, Wiltshire, South-west England, England"
2146631367,"Mainz, Rhineland-Palatinate, Germany"
8088,"Overveen, Bloemendaal, Netherlands"
7461,"Liverpool, Lancashire, Merseyside, North-west England, England"
291,"7 Park Place, Dulwich, Camberwell, Surrey, London, England"
291,"Fenchurch Street, City of London, Middlesex, London, England"
2146630296,"Rock Hall, Rock, Northumberland, Northern England, England"
2146630296,"The Firs, Hampstead, Middlesex, London, England"
27656,"Barge Yard, London, Middlesex, London, England"
1306151962,"Montagu Place, Russell Square, London, Middlesex, London, England"
1306151962,"New Square, Lincolns Inn, City of London, Middlesex, London, England"
1306151962,"The Firs, Hampstead, Middlesex, London, England"
46545,"73 Lombard Street, City of London, London, Middlesex, London, England"
46545,"Claysmore, Clay Hill, Enfield, Middlesex, South-east England, England"
25287,"73 Lombard Street, City of London, London, Middlesex, London, England"
25287,"Dingestow Court, Dingestow, Monmouthshire, South Wales, Wales"
25287,"Forest House, Leyton, Essex, South-east England, England"
25287,"Upper Harley Street, London, Middlesex, London, England"
46886,"25 Coleman Street, City of London, Middlesex, London, England"
-828950852,"Penn House, Amersham (near), Buckinghamshire, Central England, England"
44449,"11 Carlton Road, Maida Vale, London, Middlesex, London, England"
2146632213,"Philadelphia, Pennsylvania, USA"
20149,"Wavertree, Liverpool, Lancashire, North-west England, England"
27952,"Keith, Moray, North-east Scotland, Scotland"
4381,"Hastings, Sussex, South-east England, England"
4381,"48 Gloucester Terrace, London, Middlesex, London, England"
4381,"The Hollies, Crystal Palace Park Road, Sydenham, Kent, South-east England, England"
2146639241,"Hythe, Kent, South-east England, England"
2146639241,"Grove, Kentish Town, London, Middlesex, London, England"
-1779378057,"Campbeltown, Argyll, Argyll and Bute, Scotland"
-1696725022,"Longrow, Campbeltown, Argyll, Argyll and Bute, Scotland"
-1029935429,"Campbeltown, Argyll, Argyll and Bute, Scotland"
146503904,"Campbeltown, Argyll, Argyll and Bute, Scotland"
731270405,"Campbeltown, Argyll, Argyll and Bute, Scotland"
9915,"42 Southampton Street, Camberwell, London, Surrey, London, England"
2146630549,"Westport, Co. Mayo, Ireland"
1674136764,"Chertsey, Surrey, London, England"
46116,"Kew, Surrey, London, England"
25598,"11 Beaumont Street, London, Middlesex, London, England"
25598,"Crofton Hall, Thursby, Cumberland, Northern England, England"
2146630881,"Bath, Somerset, South-west England, England"
22779,"Clifton, Bristol, Gloucestershire, South-west England, England"
46171,"24 Bentinck Street, Cavendish Square, London, Middlesex, London, England"
46173,"24 Bentinck Street, Cavendish Square, London, Middlesex, London, England"
46173,"Leadenhall Street, City of London, Middlesex, London, England"
20461,"Plymouth, Devon, Devon & Cornwall, England"
20461,"St Helier, Jersey, South-east England, England"
20461,"Columbus, Ohio, United States of America"
2904,"37 Brunswick Square, Brighton, Sussex, South-east England, England"
2904,"51 Upper Seymour Street, London, Middlesex, London, England"
2904,"Hardwicke House, Ham Common, Ham, Surrey, London, England"
-876764319,"Norwood Green, London, Middlesex, London, England"
-876764319,"51 Upper Seymour Street, London, Middlesex, London, England"
-876764319,"Hardwicke House, Ham Common, Ham, Surrey, London, England"
